t_s,lag_ms,peak_ratio,confident,rms_db,comb_ratio,beat_period_ms
2390,131,14.30,1,-56.2,1.25,949.5
2392,131,14.27,1,-56.1,1.26,950.3
2394,41,15.07,1,-59.0,1.09,841.8
2396,43,13.06,1,-63.8,1.59,1047.1
2398,43,12.75,1,-63.7,1.64,284.0
2400,50,10.16,1,-64.8,1.49,1161.7
2402,53,20.70,1,-59.0,1.39,984.4
2404,46,17.25,1,-57.3,1.74,501.1
2406,53,15.18,1,-54.5,1.34,501.1
2408,46,14.15,1,-53.5,1.46,254.3
2410,42,11.20,1,-53.2,1.23,254.5
2412,43,11.18,1,-53.8,1.16,254.5
2414,44,10.67,1,-56.1,1.40,254.5
2416,45,16.70,1,-56.7,1.21,254.5
2419,175,18.64,1,-49.3,1.05,880.6
2421,175,17.34,1,-49.1,1.10,945.3
2423,175,17.46,1,-49.1,1.10,880.6
2425,42,13.49,1,-50.7,1.04,880.3
2427,895,94.74,1,-56.0,5.00,880.3
2429,895,72.77,1,-55.8,5.58,895.5
2431,895,68.44,1,-55.3,4.74,895.4
2433,895,63.95,1,-54.9,4.92,895.7
2435,41,12.71,1,-53.7,1.15,895.6
2437,45,12.23,1,-53.0,1.36,895.6
2439,45,11.40,1,-53.3,1.28,1055.5
2441,45,12.77,1,-53.5,1.22,730.7
2443,42,13.90,1,-60.6,1.41,954.7
2445,43,13.56,1,-62.4,1.20,958.5
2447,119,14.13,1,-63.3,1.40,954.7
2449,43,14.03,1,-63.7,2.37,734.8
2451,43,13.61,1,-63.8,2.12,734.6
2453,41,10.04,1,-64.5,1.85,478.3
2455,41,9.60,1,-64.5,1.71,639.3
2457,46,7.08,1,-65.4,1.45,1088.1
2459,46,7.10,1,-65.3,1.29,1087.1
2462,46,7.09,1,-65.3,1.19,543.7
2464,42,7.43,1,-65.3,1.25,468.9
2466,42,6.76,1,-65.3,1.03,470.2
2468,46,7.90,1,-65.3,1.45,608.2
2470,46,10.89,1,-65.3,1.88,937.1
2472,46,15.88,1,-63.3,1.70,610.4
2474,46,12.70,1,-63.2,1.34,610.7
2476,46,14.83,1,-62.7,1.48,1181.0
2478,46,14.73,1,-62.6,1.51,618.4
2480,53,10.59,1,-64.2,2.07,905.1
2482,53,10.66,1,-64.3,2.25,904.8
2484,112,5.99,1,-65.2,1.05,652.5
2486,70,11.94,1,-63.4,1.03,904.6
2488,42,12.03,1,-63.4,1.09,739.3
2490,42,12.18,1,-63.4,1.12,767.9
2492,42,13.91,1,-63.4,1.30,695.2
2494,49,11.64,1,-64.0,1.60,991.9
2496,49,11.58,1,-64.0,1.59,1042.9
2498,46,13.17,1,-63.5,1.57,790.4
2500,46,13.07,1,-63.4,1.82,790.9
2502,53,9.00,1,-64.6,1.43,1034.3
2505,101,26.27,1,-63.8,3.34,682.5
2507,101,22.63,1,-63.0,2.74,1195.6
2509,46,18.44,1,-59.9,1.10,1162.9
2511,46,21.10,1,-57.6,1.16,1130.1
2513,528,32.33,1,-46.5,1.39,1042.8
2515,40,55.41,1,-42.1,2.40,1041.9
2517,47,48.16,1,-41.2,2.22,1041.8
2519,47,52.35,1,-41.3,2.24,1041.8
2521,49,47.12,1,-41.8,1.69,1041.8
2523,49,59.88,1,-45.6,1.57,450.9
2525,72,24.59,1,-49.2,1.05,450.9
2527,72,27.30,1,-49.3,1.06,965.3
